Address,City,State,ZIP,,[sequence],[summary],[addressee],[delivery_line_1],[delivery_line_2],[city_name],[state_abbreviation],[full_zipcode],[notes],[county_name],[rdi],[latitude],[longitude],[precision],[dpv_match_code],[dpv_footnotes],[footnotes],[county_fips],[record_type],[zip_type],[carrier_route],[congressional_district],[building_default_indicator],[elot_sequence],[elot_sort],[time_zone],[utc_offset],[dst],[dpv_cmra],[ews_match],[lacslink_indicator],[lacslink_code],[suitelink_match],[dpv_vacant],[active],[urbanization],[primary_number],[street_name],[street_predirection],[street_postdirection],[street_suffix],[secondary_number],[secondary_designator],[extra_secondary_number],[extra_secondary_designator],[pmb_designator],[pmb_number],[default_city_name],[zipcode],[plus4_code],[delivery_point],[delivery_point_check_digit],[last_line],[delivery_point_barcode]
1439 S MAIN ST,Seattle,WA,98144,,3520,Match-Vacant,,1439 S Main St,,Seattle,WA,98144-2034,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59991,-122.31351,Zip9,Y,AABB,,53033,S,Standard,C001,9,,149,D,Pacific,-8,Y,N,,,,,Y,N,,1439,Main,S,,St,,,,,,,,98144,2034,39,3,Seattle WA 98144-2034,9.81442E+11
1420 S KING ST,Seattle,WA,98144,,3521,Match-Mailable,,1420 S King St,,Seattle,WA,98144-2029,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59841,-122.31314,Zip9,Y,AABB,,53033,S,Standard,C001,9,,157,D,Pacific,-8,Y,N,,,,,N,Y,,1420,King,S,,St,,,,,,,,98144,2029,20,9,Seattle WA 98144-2029,9.81442E+11
621 18TH AVE S,Seattle,WA,98144,,3522,Match-Mailable,,621 18th Ave S,,Seattle,WA,98144-2108,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59735,-122.30906,Zip9,Y,AABB,,53033,S,Standard,C001,9,,300,A,Pacific,-8,Y,N,,,,,N,Y,,621,18th,,S,Ave,,,,,,,,98144,2108,21,0,Seattle WA 98144-2108,9.81442E+11
1646 S LANE ST,Seattle,WA,98144,,3523,Match-Mailable,,1646 S Lane St,,Seattle,WA,98144-2810,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59673,-122.31108,Zip9,Y,AABB,,53033,S,Standard,C012,9,,138,D,Pacific,-8,Y,N,,,,,N,Y,,1646,Lane,S,,St,,,,,,,,98144,2810,46,3,Seattle WA 98144-2810,9.81443E+11
1626 S LANE ST,Seattle,WA,98144,,3524,Match-Mailable,,1626 S Lane St,,Seattle,WA,98144-2810,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59673,-122.31108,Zip9,Y,AABB,,53033,S,Standard,C012,9,,138,D,Pacific,-8,Y,N,,,,,N,Y,,1626,Lane,S,,St,,,,,,,,98144,2810,26,5,Seattle WA 98144-2810,9.81443E+11
2011 A S WASHINGTON ST,Seattle,WA,98144,,3525,Match-Mailable,,2011 S Washington St Unit A,,Seattle,WA,98144-2268,"Standardized, Fixed abbreviations, Matched street and city and state, Confirmed entire address",King,Residential,47.60074,-122.30607,Zip9,Y,AABB,N#,53033,H,Standard,C011,9,,116,A,Pacific,-8,Y,N,,,,,N,Y,,2011,Washington,S,,St,A,Unit,,,,,,98144,2268,73,6,Seattle WA 98144-2268,9.81442E+11
220 20TH AVE S,Seattle,WA,98144,,3526,Match-Mailable,,220 20th Ave S,,Seattle,WA,98144-2202,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.60071,-122.30626,Zip9,Y,AABB,,53033,S,Standard,C011,9,,108,D,Pacific,-8,Y,N,,,,,N,Y,,220,20th,,S,Ave,,,,,,,,98144,2202,20,6,Seattle WA 98144-2202,9.81442E+11
1826 S KING ST,Seattle,WA,98144,,3527,Match-Mailable,,1826 S King St,,Seattle,WA,98144-2229,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59841,-122.30857,Zip9,Y,AABB,,53033,S,Standard,C011,9,,39,D,Pacific,-8,Y,N,,,,,N,Y,,1826,King,S,,St,,,,,,,,98144,2229,26,1,Seattle WA 98144-2229,9.81442E+11
1818 S WELLER ST,Seattle,WA,98144,,3528,Match-Mailable,,1818 S Weller St,,Seattle,WA,98144-2235,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59757,-122.30862,Zip9,Y,AABB,,53033,S,Standard,C011,9,,51,D,Pacific,-8,Y,N,,,,,N,Y,,1818,Weller,S,,St,,,,,,,,98144,2235,18,3,Seattle WA 98144-2235,9.81442E+11
1619 B S WELLER ST,Seattle,WA,98144,,3529,Match-Mailable,,1619B S Weller St,,Seattle,WA,98144-2124,"Standardized, Fixed abbreviations, Matched street and city and state, Confirmed entire address",King,Residential,47.59739,-122.31121,Zip9,Y,AABB,N#,53033,S,Standard,C001,9,,189,A,Pacific,-8,Y,N,,,,,N,Y,,1619B,Weller,S,,St,,,,,,,,98144,2124,19,5,Seattle WA 98144-2124,9.81442E+11
1623 A S WELLER ST,Seattle,WA,98144,,3530,Match-Mailable,,1623A S Weller St,,Seattle,WA,98144-2124,"Standardized, Fixed abbreviations, Matched street and city and state, Confirmed entire address",King,Residential,47.59739,-122.31121,Zip9,Y,AABB,N#,53033,S,Standard,C001,9,,191,A,Pacific,-8,Y,N,,,,,N,Y,,1623A,Weller,S,,St,,,,,,,,98144,2124,23,0,Seattle WA 98144-2124,9.81442E+11
1625 B S WELLER ST,Seattle,WA,98144,,3531,Match-Mailable,,1625B S Weller St,,Seattle,WA,98144-2124,"Standardized, Fixed abbreviations, Matched street and city and state, Confirmed entire address",King,Residential,47.59739,-122.31121,Zip9,Y,AABB,N#,53033,S,Standard,C001,9,,192,A,Pacific,-8,Y,N,,,,,N,Y,,1625B,Weller,S,,St,,,,,,,,98144,2124,25,8,Seattle WA 98144-2124,9.81442E+11
1802 S LANE ST,Seattle,WA,98144,,3532,Match-Mailable,,1802 S Lane St,,Seattle,WA,98144-2856,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59673,-122.30894,Zip9,Y,AABB,,53033,S,Standard,C011,9,,1,A,Pacific,-8,Y,N,,,,,N,Y,,1802,Lane,S,,St,,,,,,,,98144,2856,2,1,Seattle WA 98144-2856,9.81443E+11
1634 S LANE ST,Seattle,WA,98144,,3533,Match-Mailable,,1634 S Lane St,,Seattle,WA,98144-2810,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59673,-122.31108,Zip9,Y,AABB,,53033,S,Standard,C012,9,,138,D,Pacific,-8,Y,N,,,,,N,Y,,1634,Lane,S,,St,,,,,,,,98144,2810,34,6,Seattle WA 98144-2810,9.81443E+11
1423 S KING ST,Seattle,WA,98144,,3534,Match-Mailable,,1423 S King St,,Seattle,WA,98144-2028,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59823,-122.31325,Zip9,Y,AABB,,53033,S,Standard,C001,9,,166,A,Pacific,-8,Y,N,,,,,N,Y,,1423,King,S,,St,,,,,,,,98144,2028,23,7,Seattle WA 98144-2028,9.81442E+11
2207 12TH AVE S,Seattle,WA,98144,,3535,Match-Mailable,,2207 12th Ave S,,Seattle,WA,98144-4155,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58367,-122.3174,Zip9,Y,AABB,,53033,S,Standard,C015,9,,2,A,Pacific,-8,Y,N,,,,,N,Y,,2207,12th,,S,Ave,,,,,,,,98144,4155,7,2,Seattle WA 98144-4155,9.81444E+11
2312 13TH AVE S,Seattle,WA,98144,,3536,Match-Mailable,,2312 13th Ave S,,Seattle,WA,98144-5005,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58286,-122.31591,Zip9,Y,AABB,,53033,S,Standard,C003,9,,1,D,Pacific,-8,Y,N,,,,,N,Y,,2312,13th,,S,Ave,,,,,,,,98144,5005,12,1,Seattle WA 98144-5005,9.81445E+11
2317 14TH AVE S,Seattle,WA,98144,,3537,Match-Mailable,,2317 14th Ave S,,Seattle,WA,98144-5012,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58282,-122.31479,Zip9,Y,AABB,,53033,S,Standard,C014,9,,82,A,Pacific,-8,Y,N,,,,,N,Y,,2317,14th,,S,Ave,,,,,,,,98144,5012,17,8,Seattle WA 98144-5012,9.81445E+11
1819 S WALKER ST,Seattle,WA,98144,,3538,Match-Mailable,,1819 S Walker St,,Seattle,WA,98144-4427,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58358,-122.3087,Zip9,Y,AABB,,53033,S,Standard,C022,9,,184,A,Pacific,-8,Y,N,,,,,N,Y,,1819,Walker,S,,St,,,,,,,,98144,4427,19,7,Seattle WA 98144-4427,9.81444E+11
2211 21ST AVE S,Seattle,WA,98144,,3539,Match-Mailable,,2211 21st Ave S,,Seattle,WA,98144-4511,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58359,-122.30565,Zip9,Y,AABB,,53033,S,Standard,C024,9,,32,A,Pacific,-8,Y,N,,,,,N,Y,,2211,21st,,S,Ave,,,,,,,,98144,4511,11,1,Seattle WA 98144-4511,9.81445E+11
2211 22ND AVE S,Seattle,WA,98144,,3540,Match-Mailable,,2211 22nd Ave S,,Seattle,WA,98144-4522,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58358,-122.30434,Zip9,Y,AABB,,53033,S,Standard,C024,9,,31,A,Pacific,-8,Y,N,,,,,N,Y,,2211,22nd,,S,Ave,,,,,,,,98144,4522,11,9,Seattle WA 98144-4522,9.81445E+11
2326 22ND AVE S,Seattle,WA,98144,,3541,Match-Mailable,,2326 22nd Ave S,,Seattle,WA,98144-5220,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58259,-122.30417,Zip9,Y,AABB,,53033,S,Standard,C024,9,,80,D,Pacific,-8,Y,N,,,,,N,Y,,2326,22nd,,S,Ave,,,,,,,,98144,5220,26,7,Seattle WA 98144-5220,9.81445E+11
2306 14TH AVE S,Seattle,WA,98144,,3542,Match-Mailable,,2306 14th Ave S,,Seattle,WA,98144-5013,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58279,-122.31461,Zip9,Y,AABB,,53033,S,Standard,C014,9,,81,D,Pacific,-8,Y,N,,,,,N,Y,,2306,14th,,S,Ave,,,,,,,,98144,5013,6,9,Seattle WA 98144-5013,9.81445E+11
2308 15TH AVE S,Seattle,WA,98144,,3543,Match-Mailable,,2308 15th Ave S,,Seattle,WA,98144-5021,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58273,-122.3133,Zip9,Y,AABB,,53033,S,Standard,C014,9,,115,A,Pacific,-8,Y,N,,,,,N,Y,,2308,15th,,S,Ave,,,,,,,,98144,5021,8,8,Seattle WA 98144-5021,9.81445E+11
2316 17TH AVE S,Seattle,WA,98144,,3544,Match-Mailable,,2316 17th Ave S,,Seattle,WA,98144-5106,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.5826,-122.31069,Zip9,Y,AABB,,53033,S,Standard,C014,9,,45,A,Pacific,-8,Y,N,,,,,N,Y,,2316,17th,,S,Ave,,,,,,,,98144,5106,16,5,Seattle WA 98144-5106,9.81445E+11
2327 19TH AVE S,Seattle,WA,98144,,3545,Match-Mailable,,2327 19th Ave S,,Seattle,WA,98144-5143,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58266,-122.30826,Zip9,Y,AABB,,53033,S,Standard,C024,9,,97,D,Pacific,-8,Y,N,,,,,N,Y,,2327,19th,,S,Ave,,,,,,,,98144,5143,27,2,Seattle WA 98144-5143,9.81445E+11
2217 20TH AVE S,Seattle,WA,98144,,3546,Match-Vacant,,2217 20th Ave S,,Seattle,WA,98144-4421,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58355,-122.30695,Zip9,Y,AABB,,53033,S,Standard,C024,9,,41,D,Pacific,-8,Y,N,,,,,Y,Y,,2217,20th,,S,Ave,,,,,,,,98144,4421,17,5,Seattle WA 98144-4421,9.81444E+11
2206 28TH AVE S,Seattle,WA,98144,,3547,Match-Mailable,,2206 28th Ave S,,Seattle,WA,98144-4811,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58349,-122.29633,Zip9,Y,AABB,,53033,S,Standard,C044,9,,135,D,Pacific,-8,Y,N,,,,,N,Y,,2206,28th,,S,Ave,,,,,,,,98144,4811,6,4,Seattle WA 98144-4811,9.81445E+11
2803 S WALKER ST,Seattle,WA,98144,,3548,Match-Mailable,,2803 S Walker St,,Seattle,WA,98144-4846,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58354,-122.29638,Zip9,Y,AABB,,53033,S,Standard,C044,9,,137,A,Pacific,-8,Y,N,,,,,N,Y,,2803,Walker,S,,St,,,,,,,,98144,4846,3,9,Seattle WA 98144-4846,9.81445E+11
2336 22ND AVE S,Seattle,WA,98144,,3549,Match-Mailable,,2336 22nd Ave S,,Seattle,WA,98144-5220,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58259,-122.30417,Zip9,Y,AABB,,53033,S,Standard,C024,9,,80,D,Pacific,-8,Y,N,,,,,N,Y,,2336,22nd,,S,Ave,,,,,,,,98144,5220,36,6,Seattle WA 98144-5220,9.81445E+11
2306 28TH AVE S,Seattle,WA,98144,,3550,Match-Mailable,,2306 28th Ave S,,Seattle,WA,98144-5410,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58232,-122.29634,Zip9,Y,AABB,,53033,S,Standard,C044,9,,134,A,Pacific,-8,Y,N,,,,,N,Y,,2306,28th,,S,Ave,,,,,,,,98144,5410,6,8,Seattle WA 98144-5410,9.81445E+11
2313 30TH AVE S,Seattle,WA,98144,,3551,Match-Mailable,,2313 30th Ave S,,Seattle,WA,98144-5513,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58251,-122.29421,Zip9,Y,AABB,,53033,S,Standard,C044,9,,122,D,Pacific,-8,Y,N,,,,,N,Y,,2313,30th,,S,Ave,,,,,,,,98144,5513,13,6,Seattle WA 98144-5513,9.81446E+11
2301 BEACON AVE S,Seattle,WA,98144,,3552,Match-Mailable,,2301 Beacon Ave S,,Seattle,WA,98144-5033,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58298,-122.31685,Zip9,Y,AABB,,53033,S,Standard,C015,9,,10,D,Pacific,-8,Y,N,,,,,N,Y,,2301,Beacon,,S,Ave,,,,,,,,98144,5033,1,2,Seattle WA 98144-5033,9.81445E+11
1717 S WALKER ST,Seattle,WA,98144,,3553,Match-Mailable,,1717 S Walker St,,Seattle,WA,98144-4345,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58359,-122.31056,Zip9,Y,AABB,,53033,S,Standard,C013,9,,125,D,Pacific,-8,Y,N,,,,,N,Y,,1717,Walker,S,,St,,,,,,,,98144,4345,17,0,Seattle WA 98144-4345,9.81444E+11
2301 19TH AVE S,Seattle,WA,98144,,3554,Match-Mailable,,2301 19th Ave S,,Seattle,WA,98144-5107,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58295,-122.30826,Zip9,Y,AABB,,53033,S,Standard,C024,9,,98,A,Pacific,-8,Y,N,,,,,N,Y,,2301,19th,,S,Ave,,,,,,,,98144,5107,1,0,Seattle WA 98144-5107,9.81445E+11
2313 19TH AVE S,Seattle,WA,98144,,3555,Match-Mailable,,2313 19th Ave S,,Seattle,WA,98144-5143,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58266,-122.30826,Zip9,Y,AABB,,53033,S,Standard,C024,9,,97,D,Pacific,-8,Y,N,,,,,N,Y,,2313,19th,,S,Ave,,,,,,,,98144,5143,13,7,Seattle WA 98144-5143,9.81445E+11
2216 20TH AVE S,Seattle,WA,98144,,3556,Match-Mailable,,2216 20th Ave S,,Seattle,WA,98144-4422,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58357,-122.30677,Zip9,Y,AABB,,53033,S,Standard,C024,9,,40,A,Pacific,-8,Y,N,,,,,N,Y,,2216,20th,,S,Ave,,,,,,,,98144,4422,16,5,Seattle WA 98144-4422,9.81444E+11
2301 23RD AVE S,Seattle,WA,98144,,3557,Match-Mailable,,2301 23rd Ave S,,Seattle,WA,98144-5338,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58269,-122.30304,Zip9,Y,AABB,,53033,S,Standard,C024,9,,66,A,Pacific,-8,Y,N,,,,,N,Y,,2301,23rd,,S,Ave,,,,,,,,98144,5338,1,4,Seattle WA 98144-5338,9.81445E+11
2333 30TH AVE S,Seattle,WA,98144,,3558,Match-Mailable,,2333 30th Ave S,,Seattle,WA,98144-5513,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58251,-122.29421,Zip9,Y,AABB,,53033,S,Standard,C044,9,,122,D,Pacific,-8,Y,N,,,,,N,Y,,2333,30th,,S,Ave,,,,,,,,98144,5513,33,4,Seattle WA 98144-5513,9.81446E+11
2327 18TH AVE S,Seattle,WA,98144,,3559,Match-Mailable,,2327 18th Ave S,,Seattle,WA,98144-5113,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58266,-122.30957,Zip9,Y,AABB,,53033,S,Standard,C014,9,,55,D,Pacific,-8,Y,N,,,,,N,Y,,2327,18th,,S,Ave,,,,,,,,98144,5113,27,5,Seattle WA 98144-5113,9.81445E+11
2206 18TH AVE S,Seattle,WA,98144,,3560,Match-Mailable,,2206 18th Ave S,,Seattle,WA,98144-4328,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58355,-122.30938,Zip9,Y,AABB,,53033,S,Standard,C013,9,,129,A,Pacific,-8,Y,N,,,,,N,Y,,2206,18th,,S,Ave,,,,,,,,98144,4328,6,1,Seattle WA 98144-4328,9.81444E+11
1917 S WALKER ST,Seattle,WA,98144,,3561,Match-Mailable,,1917 S Walker St,,Seattle,WA,98144-4447,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58358,-122.30795,Zip9,Y,AABB,,53033,S,Standard,C024,9,,46,D,Pacific,-8,Y,N,,,,,N,Y,,1917,Walker,S,,St,,,,,,,,98144,4447,17,7,Seattle WA 98144-4447,9.81444E+11
2306 20TH AVE S,Seattle,WA,98144,,3562,Match-Mailable,,2306 20th Ave S,,Seattle,WA,98144-5202,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58265,-122.30678,Zip9,Y,AABB,,53033,S,Standard,C024,9,,104,A,Pacific,-8,Y,N,,,,,N,Y,,2306,20th,,S,Ave,,,,,,,,98144,5202,6,9,Seattle WA 98144-5202,9.81445E+11
2207 29TH AVE S,Seattle,WA,98144,,3563,Match-Mailable,,2207 29th Ave S,,Seattle,WA,98144-4858,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58352,-122.2952,Zip9,Y,AABB,,53033,S,Standard,C044,9,,125,A,Pacific,-8,Y,N,,,,,N,Y,,2207,29th,,S,Ave,,,,,,,,98144,4858,7,2,Seattle WA 98144-4858,9.81445E+11
2330 21ST AVE S,Seattle,WA,98144,,3564,Match-Mailable,,2330 21st Ave S,,Seattle,WA,98144-5211,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58267,-122.30546,Zip9,Y,AABB,,53033,S,Standard,C024,9,,83,D,Pacific,-8,Y,N,,,,,N,Y,,2330,21st,,S,Ave,,,,,,,,98144,5211,30,2,Seattle WA 98144-5211,9.81445E+11
2322 14TH AVE S,Seattle,WA,98144,,3565,Match-Mailable,,2322 14th Ave S,,Seattle,WA,98144-5013,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58279,-122.31461,Zip9,Y,AABB,,53033,S,Standard,C014,9,,81,D,Pacific,-8,Y,N,,,,,N,Y,,2322,14th,,S,Ave,,,,,,,,98144,5013,22,1,Seattle WA 98144-5013,9.81445E+11
1621 S COLLEGE ST,Seattle,WA,98144,,3566,Match-Mailable,,1621 S College St,,Seattle,WA,98144-4329,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58288,-122.31182,Zip9,Y,AABB,,53033,S,Standard,C014,9,,47,A,Pacific,-8,Y,N,,,,,N,Y,,1621,College,S,,St,,,,,,,,98144,4329,21,3,Seattle WA 98144-4329,9.81444E+11
2317 17TH AVE S,Seattle,WA,98144,,3567,Match-Mailable,,2317 17th Ave S,,Seattle,WA,98144-5105,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.5827,-122.31087,Zip9,Y,AABB,,53033,S,Standard,C014,9,,46,D,Pacific,-8,Y,N,,,,,N,Y,,2317,17th,,S,Ave,,,,,,,,98144,5105,17,5,Seattle WA 98144-5105,9.81445E+11
2322 17TH AVE S,Seattle,WA,98144,,3568,Match-Mailable,,2322 17th Ave S,,Seattle,WA,98144-5106,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.5826,-122.31069,Zip9,Y,AABB,,53033,S,Standard,C014,9,,45,A,Pacific,-8,Y,N,,,,,N,Y,,2322,17th,,S,Ave,,,,,,,,98144,5106,22,8,Seattle WA 98144-5106,9.81445E+11
2307 18TH AVE S,Seattle,WA,98144,,3569,Match-Mailable,,2307 18th Ave S,,Seattle,WA,98144-5113,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58266,-122.30957,Zip9,Y,AABB,,53033,S,Standard,C014,9,,51,A,Pacific,-8,Y,N,,,,,N,Y,,2307,18th,,S,Ave,,,,,,,,98144,5113,7,7,Seattle WA 98144-5113,9.81445E+11
2312 18TH AVE S,Seattle,WA,98144,,3570,Match-Mailable,,2312 18th Ave S,,Seattle,WA,98144-5114,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58264,-122.30939,Zip9,Y,AABB,,53033,S,Standard,C014,9,,52,A,Pacific,-8,Y,N,,,,,N,Y,,2312,18th,,S,Ave,,,,,,,,98144,5114,12,0,Seattle WA 98144-5114,9.81445E+11
2019 S COLLEGE ST,Seattle,WA,98144,,3571,Match-Mailable,,2019 S College St,,Seattle,WA,98144-4524,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58286,-122.30662,Zip9,Y,AABB,,53033,S,Standard,C024,9,,85,A,Pacific,-8,Y,N,,,,,N,Y,,2019,College,S,,St,,,,,,,,98144,4524,19,9,Seattle WA 98144-4524,9.81445E+11
2203 21ST AVE S,Seattle,WA,98144,,3572,Match-Mailable,,2203 21st Ave S,,Seattle,WA,98144-4511,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58359,-122.30565,Zip9,Y,AABB,,53033,S,Standard,C024,9,,32,A,Pacific,-8,Y,N,,,,,N,Y,,2203,21st,,S,Ave,,,,,,,,98144,4511,3,0,Seattle WA 98144-4511,9.81445E+11
2206 21ST AVE S,Seattle,WA,98144,,3573,Match-Mailable,,2206 21st Ave S,,Seattle,WA,98144-4512,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58357,-122.30547,Zip9,Y,AABB,,53033,S,Standard,C024,9,,33,D,Pacific,-8,Y,N,,,,,N,Y,,2206,21st,,S,Ave,,,,,,,,98144,4512,6,6,Seattle WA 98144-4512,9.81445E+11
2107 S WALKER ST,Seattle,WA,98144,,3574,Match-Mailable,,2107 S Walker St,,Seattle,WA,98144-4510,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58357,-122.30547,Zip9,Y,AABB,,53033,S,Standard,C024,9,,34,A,Pacific,-8,Y,N,,,,,N,Y,,2107,Walker,S,,St,,,,,,,,98144,4510,7,7,Seattle WA 98144-4510,9.81445E+11
2312 28TH AVE S,Seattle,WA,98144,,3575,Match-Mailable,,2312 28th Ave S,,Seattle,WA,98144-5410,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58232,-122.29634,Zip9,Y,AABB,,53033,S,Standard,C044,9,,134,A,Pacific,-8,Y,N,,,,,N,Y,,2312,28th,,S,Ave,,,,,,,,98144,5410,12,1,Seattle WA 98144-5410,9.81445E+11
2318 15TH AVE S,Seattle,WA,98144,,3576,Match-Mailable,,2318 15th Ave S,,Seattle,WA,98144-8000,"Standardized, Missing secondary number, Matched street and city and state, Confirmed without secondary",King,Residential,47.58279,-122.3133,Zip9,D,AAN1,H#,53033,H,Standard,C014,9,Y,118,A,Pacific,-8,Y,N,,,,,N,Y,,2318,15th,,S,Ave,,,,,,,,98144,8000,99,8,Seattle WA 98144-8000,9.81448E+11
2311 16TH AVE S,Seattle,WA,98144,,3577,Match-Mailable,,2311 16th Ave S,,Seattle,WA,98144-5101,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58261,-122.31218,Zip9,Y,AABB,,53033,S,Standard,C014,9,,43,D,Pacific,-8,Y,N,,,,,N,Y,,2311,16th,,S,Ave,,,,,,,,98144,5101,11,5,Seattle WA 98144-5101,9.81445E+11
1710 S COLLEGE ST,Seattle,WA,98144,,3578,Match-Mailable,,1710 S College St,,Seattle,WA,98144-4332,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58305,-122.31054,Zip9,Y,AABB,,53033,S,Standard,C014,9,,59,A,Pacific,-8,Y,N,,,,,N,Y,,1710,College,S,,St,,,,,,,,98144,4332,10,1,Seattle WA 98144-4332,9.81444E+11
2211 18TH AVE S,Seattle,WA,98144,,3579,Match-Mailable,,2211 18th Ave S,,Seattle,WA,98144-4327,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.5836,-122.30956,Zip9,Y,AABB,,53033,S,Standard,C013,9,,124,D,Pacific,-8,Y,N,,,,,N,Y,,2211,18th,,S,Ave,,,,,,,,98144,4327,11,6,Seattle WA 98144-4327,9.81444E+11
2302 17TH AVE S,Seattle,WA,98144,,3580,Match-Mailable,,2302 17th Ave S,,Seattle,WA,98144-5106,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.5826,-122.31069,Zip9,Y,AABB,,53033,S,Standard,C014,9,,45,A,Pacific,-8,Y,N,,,,,N,Y,,2302,17th,,S,Ave,,,,,,,,98144,5106,2,0,Seattle WA 98144-5106,9.81445E+11
2215 21ST AVE S,Seattle,WA,98144,,3581,Match-Mailable,,2215 21st Ave S,,Seattle,WA,98144-4511,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58359,-122.30565,Zip9,Y,AABB,,53033,S,Standard,C024,9,,32,A,Pacific,-8,Y,N,,,,,N,Y,,2215,21st,,S,Ave,,,,,,,,98144,4511,15,7,Seattle WA 98144-4511,9.81445E+11
2322 21ST AVE S,Seattle,WA,98144,,3582,Match-Mailable,,2322 21st Ave S,,Seattle,WA,98144-5211,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58267,-122.30546,Zip9,Y,AABB,,53033,S,Standard,C024,9,,83,D,Pacific,-8,Y,N,,,,,N,Y,,2322,21st,,S,Ave,,,,,,,,98144,5211,22,1,Seattle WA 98144-5211,9.81445E+11
2326 29TH AVE S,Seattle,WA,98144,,3583,Match-Mailable,,2326 29th Ave S,,Seattle,WA,98144-5412,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58255,-122.29503,Zip9,Y,AABB,,53033,S,Standard,C044,9,,128,D,Pacific,-8,Y,N,,,,,N,Y,,2326,29th,,S,Ave,,,,,,,,98144,5412,26,4,Seattle WA 98144-5412,9.81445E+11
2330 20TH AVE S,Seattle,WA,98144,,3584,Match-Mailable,,2330 20th Ave S,,Seattle,WA,98144-5202,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58265,-122.30678,Zip9,Y,AABB,,53033,S,Standard,C024,9,,104,A,Pacific,-8,Y,N,,,,,N,Y,,2330,20th,,S,Ave,,,,,,,,98144,5202,30,2,Seattle WA 98144-5202,9.81445E+11
