Major,Minor,ComplexDescr,NbrBldgs,NbrStories,NbrUnits,AvgUnitSize,ProjectLocation,ProjectAppeal,PcntWithView,ConstrClass,BldgQuality,Condition,YrBuilt,EffYr,PcntComplete,Elevators,SectySystem,Fireplace,Laundry,Address
387240,10,MOSAIC HILLS PHASE I,16,2,200,897,3,3,0,4,4,3,1980,1982,100,N,N,Y,2,10811 SE 239TH ST 98031
952110,1641,MULTIPLE RESIDENTIAL,1,3,7,661,3,3,0,4,4,3,1961,1982,100,N,N,N,1,4503 WOODLAND PARK AVE N 98103
511635,0,7 UNIT TOWNHOUSES,1,3,7,949,3,3,0,4,4,3,1991,1991,100,N,Y, ,2,3406 W GOVERNMENT WAY 98199
519110,20, ,1,3,18,827,0,2,0,3,4,2,1909,1962,100,N, ,N,1,606 19TH AVE E 98112
289177,230,FOURPLEX,1,2,4,951,0,0,0,4,4,3,1984,1990,100,N,N,Y,2,916 30TH ST NE 98002
768960,976,UNITS 5 THRU 8,1,2,4,995,0,0,0,4,4,3,1961,1982,100,N,N,Y,1,12639 69TH AVE S 98178
277060,3840,14 UNIT MULTI RES,1,4,14,833,1,3,86,4,4,3,1970,1985,100,N,N,N,1,2834 15TH AVE W 98119
364460,0,1 COM'L UNIT & 1 APT UNIT,1,3,17,574,3,3,0,4,4,3,1917,1950,100,N,Y,N,1,664 S JACKSON ST 98104
319520,0,11 Unit Condo,3,2,11,1130,3,3,0,4,4,3,2005,2005,100,N,N,Y,2,1036 SW 130TH ST 98146
545780,1595,8 unit apt,1,3,8,760,3,3,50,4,4,3,1962,1982,100,N,N,N,1,910 4TH AVE N 98109
881740,120,5-Units,1,2,5,662,0,0,0,4,4,3,1923,1976,100,N,N,Y,1,4707 BROOKLYN AVE NE 98105
690220,150,FOURPLEX,1,2,4,874,3,3,0,4,4,3,1987,1992,100,N,N,N,2,14608 11TH AVE SW 98166
152505,9067, ,1,3,60,683,0,0,0,4,6,3,1993,1997,100, , , ,0,14520 NE 40TH ST 98007
894407,0,Flats,5,3,55,830,3,3,0,4,4,4,1985,2005,100,N,N,Y,2,8240 126TH AVE NE 98033
305270,590,MULTI RES,1,1,9,611,3,3,0,4,4,3,1955,1979,100,N,N,N,1,1313 NW 70TH ST 98117
446840,101,4 - PLEX,1,1,4,728,1,2,0,4,4,3,1957,1980,100,N,N,Y,0,11021 CORLISS AVE N 98133
355940,0,24 UNIT CONDO,2,3,24,1160,3,3,0,4,4,3,1980,1980,100,N,N,Y,2,17440 NE 38TH ST 98052
537980,1100,GLENVUE APTS,1,3,26,822,3,3,0,4,5,3,1968,1989,100,N,N,N,1,16043 MILITARY RD S 98188
609320,0,TOWNHOUSE,1,2,2,2300,4,4,0,4,4,4,1908,1987,100,N,N,Y,2,911 19TH AVE E 98112
394580,0, Apartments,2,5,243,698,0,0,0,4,5,3,2014,2014,71,Y,Y,N,2,3801 108TH AVE NE
125720,2663,4 PLEX,1,3,4,760,3,4,0,4,4,4,1900,1981,100,N,N,N,1,2129 N 61ST ST 98103
858770,0,Flats,1,4,16,798,3,3,25,4,6,3,1977,1983,100,Y,Y,N,1,7501 GREENWOOD AVE N 98103
152353,0,14 Res Units + 2 Coml Units,1,4,14,884,3,3,0,4,4,3,1995,1995,100,Y,Y,Y,2,3717 CALIFORNIA AVE SW 98116
289760,0,29 unit condo ,6,2,29,1258,3,3,0,4,4,3,1999,1999,100,N,Y,Y,2,2210 S 336TH ST 98003
186390,160,SHELDON APARTMENTS,1,1,4,750,0,0,0,4,4,3,1961,1982,100,N,N,Y,0,503 4TH AVE S 98032
755660,0,70 UNIT CONDO,8,2,70,1628,4,4,0,4,4,4,1972,1980,100,N,N,Y,2,6301 SAND POINT WAY NE 98115
872420,0,Flats,1,6,40,675,3,3,0,4,5,4,1986,2002,100,Y,Y,N,2,14300 32ND AVE NE 98125
387990,435, ,1,1,24,611,3,3,0,4,4,3,1906,1975,100,N,Y, ,1,617 QUEEN ANNE AVE N 98109
872990,0,CONVERTED MULTIPLE RESIDENCE,1,2,4,893,3,4,0,4,6,4,1926,1956,100,N,Y, ,2,2000 FRANKLIN AVE E 98102
262505,9011,,1,2,115,534,3,3,0,4,5,3,1999,1999,100,Y,Y, ,1,15241 NE 20TH ST 98007
66000,40,,1,24,654,633,4,4,0,2,6,3,2012,2012,100,Y,Y, ,0,2105 6TH AVE
784301,0,34 UNIT CONDO OF 80 TOTAL UNITS,9,2,34,1193,3,3,0,4,4,4,1982,1982,100,N,N,Y,2,4728 SW 318TH ST 98023
803270,131,FOURPLEX,1,2,4,798,3,3,0,4,4,3,1905,1974,100,N,N,N,0,3842 INTERLAKE AVE N 98103
435870,215,MERIDIAN PLACE APARTMENTS,2,3,44,812,3,4,0,4,4,3,1986,1991,100,Y,Y,Y,2,1800 N 107TH ST 98133
277060,4843,7 UNIT APT,1,2,7,660,3,3,28,4,4,3,1952,1979,100,N,N,N,1,1302 W EMERSON ST 98119
82305,9154, ,2,1,6,888,3,3,0,4,3,3,1958,1976,100,N, , ,0,658 SUNSET BLVD NE 98056
982670,1616,FOUR PLEX,1,1,4,579,3,3,0,4,4,3,1958,1980,100,N,N,N,1,104 22ND AVE S 98144
421450,0,18 UNIT CONDO,1,2,18,812,4,4,0,4,6,3,1987,1987,100,Y,Y,Y,1,5225 50TH AVE NE 98105
216390,230,BELMONT TERRACE,1,4,10,917,3,3,80,4,6,4,1966,1995,100,N,Y,N,2,717 BELMONT AVE E 98102
278710,0,148 MOBILE HOME/CONDO,1,1,148,1358,3,3,0,4,4,3,1991,1991,100,N,N, ,2,27501 152ND AVE SE 98042
374460,333,28 unit apartment building,1,3,28,798,0,3,0,4,4,4,2014,2014,70, ,N,N,0,12230 AMBAUM BLVD SW
276760,3565,5 UNIT APARTMENT,1,2,5,900,3,3,0,4,4,3,1979,1988,100,N,N,N,1,1716 NW 59TH ST 98107
812855,0, ,0,0,0,0,0,0,0,0,0,0,2008,2008,0, , , ,0,320 E SUNSET WAY 98027
617380,0,FLATS,1,3,12,768,3,3,0,4,4,3,2000,2000,100,Y,Y,N,2,11326 3RD AVE NE 98125
197220,2855,44 UNIT APT + SFR,2,4,45,497,3,3,0,4,4,3,1907,1974,100,Y,Y,N,1,708 N 35TH ST 98103
172205,9096,KENTWOOD APARTMENTS,13,3,95,721,2,3,0,4,5,4,1955,1989,100,N,N,Y,1,22425 BENSON RD SE 98031
543620,160,Avante Apts,16,2,162,620,3,3,0,4,4,4,1978,1996,100,N,N,N,1,1610 W JAMES ST 98032
197220,2926,FOURPLEX,1,1,4,552,2,3,0,4,3,3,1947,1973,100,N,N,N,0,3505 TROLL AVE N 98103
14800,814,THE DOLPHIN,1,2,8,860,0,0,100,3,6,4,1958,1990,100,N,N,N,1,3015 ALKI AVE SW 98116
270810,690,,1,2,3,638,3,3,0,4,4,3,1914,1980,100,N,Y,N,0,7318 GREENWOOD AVE N 98103
276770,4615,6 UNIT APT,1,2,6,840,3,3,0,4,4,3,1969,1985,100,N,N,N,1,1443 NW 61ST ST 98107
192604,9443,Woodland Pointe,8,3,55,630,3,3,0,4,4,3,1978,1988,100,N,Y,Y,2,14359 LINDEN AVE N 98133
132201,300,PLAN D,1,2,4,764,3,4,0,4,5,4,1977,1995,100,N,N,Y,2,34214 1ST PL S 98003
919758,0,29 FLAT UNITS WITH MOORAGE INCLUDED,1,5,29,723,4,4,100,4,5,5,1964,2000,100,Y,N,N,2,9520 RAINIER AVE S 98118
198920,1170,Apartment,1,6,45,820,3,4,38,4,5,3,1999,1999,100,Y,Y,N,2,422 1ST AVE W 98119
69500,215,37 UNIT APT,1,4,37,375,2,3,0,3,4,3,1910,1974,100,N,N,N,1,3016 1ST AVE 98121
292303,9274,VASHON  MANOR,2,2,24,698,3,4,0,4,4,3,1976,1987,100,N,N,N,1,17200 97TH PL SW 98070
170290,495,4-PLEX,1,2,4,562,3,2,0,4,2,3,1910,1970,100,N,N,N,1,3901 S ANGELINE ST 98118
179253,0,75 FLAT UNITS,1,4,75,675,3,4,0,4,5,4,1982,1996,100,Y,Y, ,2,275 W ROY ST 98119
784130,500,4-PLEX,1,2,4,804,0,0,0,4,4,3,1987,1992,100,N,N,N,2,614 SHATTUCK AVE S 98055
342505,9059,EASTON COURT,1,3,90,733,3,4,0,4,5,4,1969,1997,100,N,N,N,1,13831 NE 8TH ST 98005
225450,760,8 UNIT APT,2,2,9,667,3,3,0,4,4,4,1908,1984,100,N,N,N,0,825 13TH AVE 98122
302105,9303,4-PLEX,1,2,4,842,0,0,0,4,4,3,1987,1992,100,N,N,N,2,1007 37TH ST SE 98002
170290,650,VALI VUE APARTMENTS,1,3,6,922,3,4,0,4,4,3,1966,1984,100,N,N,Y,1,3719 S ANGELINE ST 98118
277660,92,BLUE RIDGE COURT,2,3,24,639,3,3,0,4,4,3,1987,1992,100,N,Y,N,1,8530 MARY AVE NW 98117
182239,0, ,0,2,4,3876,0,0,0,4,6,3,1988,1988,0, , , ,0,1510 140TH AVE NE 98005
344500,81,4 PLEX,1,2,4,886,3,3,0,4,5,3,1978,1991,100,N,N,Y,0,20050 30TH AVE S 98198
213070,1240,FOUR PLEX,1,2,4,700,3,3,50,4,4,3,1978,1988,100,N,N,N,0,15926 1ST AVE NE 98019
387990,635,LEONARD APT,1,3,21,574,2,3,0,4,4,4,1930,1984,100,N,N,N,1,715 1ST AVE W 98119
757510,0, ,0,0,0,1,0,0,0,0,0,0,0,0,0, , , ,0,8486 W COMMODORE WAY
198920,980, ,1,6,58,708,0,0,50,4,5,3,2004,2004,100,Y,Y, ,2,229 QUEEN ANNE AVE N 98109
277060,3490,,1,2,4,840,3,3,75,4,4,4,1960,1980,100, , , ,1,3405 14TH AVE W 98119
762875,0,24 res + 1 coml unit condo,1,11,25,1419,4,4,0,2,7,5,1909,2001,100,Y,Y, ,2,1500 4TH AVE 98101
276760,426,5 UNIT APARTMENT,1,2,5,678,3,3,0,4,4,3,1950,1979,100,N,Y,N,1,6407 17TH AVE NW 98117
352890,715, ,6,6,91,910,3,4,40,4,6,3,2006,2006,100,Y,Y, ,2,2480 BIRCH AVE N 98109
182304,9025,,2,1,102,349,3,3,0,4,4,3,1975,1975,100,Y,Y, ,1,1010 S 134TH ST 98146
10360,0,4 UNIT CONDO,2,2,4,1465,4,3,0,4,4,3,1995,1995,100,N,N,Y,2,567 NE ALDER ST 98027
389400,0,Townhouses,4,2,4,1929,3,4,0,4,6,3,2005,2005,100,N,N,Y,2,12424 100TH AVE NE 98034
290220,400,3 Duplexes & SFR,4,1,7,898,3,3,0,4,5,3,1952,1982,100, ,N, ,2,67 E LYNN ST 98102
193360,0,Flats,1,3,7,617,3,3,0,4,4,4,1968,1985,100,N,Y,N,1,506 N 45TH ST 98103
803570,80,STONERIDGE,1,2,4,1193,3,4,0,4,5,4,1970,1997,100,N,N,Y,2,14306 NE 7TH PL 98007
880790,285,KILBIRNIE APARTMENTS,2,4,15,975,3,3,40,4,6,3,1979,1991,100,N,Y,Y,1,1713 DEXTER AVE N 98109
444980,575,8 UNIT APT,1,2,8,760,2,3,0,4,4,3,1957,1980,100,N,N,Y,1,2501 NW 85TH ST 98117
882290,45,12 unit apt,1,3,12,704,3,3,0,4,4,3,1989,1993,100,N,Y,N,2,12334 33RD AVE NE 98125
379550,0,5 FLATS & 1 TOWNHOUSE,1,4,6,814,4,3,100,4,5,5,1914,1980,100,N,Y,N,1,1511 11TH AVE W 98119
947785,0,24 UNIT CONDO,1,3,24,1432,4,3,0,4,5,3,1994,1994,100,Y,Y,Y,2,22005 6TH AVE S 98198
952810,4055,MULTI-RES,1,2,4,804,3,3,0,4,4,3,1987,1992,100,N,N,Y,2,537 NE RAVENNA BLVD 98115
4300,264,4-PLEX,1,2,4,913,0,0,0,4,5,3,1984,1993,100,N,N,N,2,15422 40TH AVE S 98188
783930,30,4 PLEX,1,2,4,675,0,0,0,4,4,3,1979,1988,100,N,N,N,1,526 SMITHERS AVE S 98055
856190,0,41 UNIT CONDO,8,3,41,1398,3,3,0,4,4,3,1995,1995,100,N,N,Y,2,4808 NE SUNSET BLVD 98059
34830,0,TOWNHOUSES,2,4,24,1088,3,3,0,4,4,3,1976,1976,100,N,N,Y,2,1900 N NORTHGATE WAY 98133
276770,3165, ,1,2,4,410,3,3,0,3,4,3,1911,1980,100,N,Y,N,0,5144 BALLARD AVE NW 98107
637350,40,6 UNIT APT,1,2,6,755,0,0,0,4,4,3,1959,1979,100,N,N,N,1,3026 64TH AVE SW 98116
872970,0,6 UNIT CONDO,2,2,6,807,3,3,33,4,3,3,1904,1973,100,N,N,Y,1,2212 FRANKLIN AVE E 98102
859040,475,APARTMENT BLDG (29 UNITS),1,3,29,460,2,3,0,4,4,3,1902,1974,100,N,Y,N,1,718 CHERRY ST 98104
685170,330,THE LANCE APTS,1,2,6,630,3,3,0,3,4,3,1959,1981,100,N,N,N,1,506 12TH AVE E 98102
750322,0, ,0,0,0,0,0,0,0,0,0,0,2002,2002,0, , , ,0,
72604,9313,4 PLEX,1,2,4,1070,3,3,0,4,4,3,1979,1988,100,N,N,Y,2,929 N 167TH ST 98133
172205,9263,DUPLEX,1,2,2,969,0,0,0,4,4,3,1969,1985,100, ,N,Y,1,10705 238TH ST SE 98031
253887,0,32 Unit Condo,1,3,31,425,2,3,0,3,6,5,1922,1995,100,N,Y,N,2,2132 5TH AVE 98121
387690,225,10 UNIT APARTMENT,1,4,10,791,3,3,20,4,4,3,1988,1992,100,Y,Y,Y,2,617 5TH AVE W 98119
193130,340,6 PLEX,1,2,6,488,3,3,0,4,4,3,1957,1980,100,N,N,Y,1,3924 WHITMAN AVE N 98103
380100,0,60 RES UNITS& 1 MANAGER& 1 GUEST,1,17,62,1033,3,3,0,2,6,4,1982,1982,100,Y,Y,N,2,1120 SPRING ST 98101
169995,0,APT-CONDO,2,2,24,844,3,4,25,4,4,3,1964,1983,100,N,N, ,1,2028 W MEEKER ST 98032
96950,0,45 Unit Condo,3,2,45,732,4,3,0,4,3,4,1985,1986,100,N,N,Y,2,10822 E RIVERSIDE DR 98011
130330,95,CORYELL COURT,1,2,17,571,3,4,35,4,4,3,1928,1977,100,N,N,N,1,1820 E THOMAS ST 98112
545730,705,ALOHA 155 APTS,1,4,10,1216,3,3,40,4,5,3,1989,1996,100,Y,Y,N,2,155 ALOHA ST 98109
556960,0,FLATS,1,4,52,1140,3,3,0,4,4,4,1968,1992,100,Y,Y,Y,1,2929 76TH AVE SE 98040
894575,0,8 unit attached & detached condos,4,3,8,1220,4,3,0,4,5,4,2000,2000,100,N,Y,Y,2,1925 42ND AVE E 98112
125020,310,APARTMENT BLDG 12 UNITS,1,3,12,857,3,3,0,4,4,3,1971,1988,100,N,N,N,1,412 25TH AVE S 98144
132204,9171,8 UNIT APT,1,2,8,797,0,0,0,4,4,4,1966,1989,100,N,N,N,1,717 STATE AVE N 98031
766620,2540,The Post at Pier 52 Apartments,1,16,208,766,4,4,0,1,5,3,2013,2013,100,Y,Y, ,0,888 WESTERN AVE
803620,265,SI VIEW TOWNHOUSE APTS,5,2,20,990,3,3,0,4,5,3,1977,1990,100,N,N,N,1,424 HEALY AVE S 98045
132202,340,PANTHER LAKE 4 PLEX MODEL TH2F,1,2,4,976,3,3,0,4,5,4,1979,1996,100,N,N,Y,2,34003 1ST CIR S 98003
768394,0,29 unit condo,1,3,29,886,3,3,0,4,5,4,2000,2000,100,Y,Y,N,2,12034 15TH AVE NE 98125
936360,225,4 PLEX,1,2,4,952,3,3,50,4,4,3,1962,1982,100,N,N,N,1,316 31ST AVE 98122
713970,0,12 Unit Condo,6,1,12,910,3,3,0,4,4,4,1979,1979,100,N,N, ,2,1525 FLORENCE ST 98022
569500,5,THE WESTERNER,1,2,8,448,3,3,0,4,5,4,1962,1994,100,N,N,N,1,4200 FREMONT AVE N 98103
132103,9103,Cascade Ridge Apts,24,3,257,943,0,0,0,4,4,4,1989,1997,100,N,N,Y,2,1900 SW CAMPUS DR 98023
121900,65, ,2,1,4,953,0,0,0,3,2,2,1952,1967,100,N,N,N,0,15612 8TH AVE SW 98166
859090,450,THE ENGLEWOOD APTS,1,4,31,596,3,3,0,4,5,4,1925,1991,100,N,Y,N,1,420 TERRY AVE 98104
600300,770,FOURPLEX,1,2,6,644,3,2,0,4,4,2,1900,1966,100,N,N,N,0,1630 13TH AVE 98122
952110,995,5 UNIT APT BLDG,1,2,5,442,3,3,0,4,4,3,1911,1975,100,N,N,N,1,807 N 49TH ST 98103
859090,1035,CHASSLETON APTS,1,5,62,600,3,4,0,3,6,3,1925,1977,100,Y,Y,N,1,1017 BOREN AVE
722450,55,APARTMENT,2,2,8,680,3,3,0,4,4,4,1965,1983,100,N,N,N,1,541 PELLY AVE N 98055
779870,0,11 Unit Condo,1,3,11,1395,3,4,0,4,5,3,2001,2001,100,Y,Y,Y,2,430 SW 156TH ST 98166
395390,90,WAYLAND ARMS RETIREMENT HOME,1,4,67,533,0,0,0,3,4,3,1967,1993,100,Y,N,N,1,307 S DIVISION ST 98002
641410,109,13 unit apt,3,2,13,1075,0,0,0,4,5,3,2006,2006,100,N,N, ,2,12545 ROOSEVELT WAY NE
802980,0,TH & FLATS,3,4,25,971,3,3,0,4,4,3,2000,2000,100,Y,Y,Y,2,11550 STONE AVE N 98133
751140,0,CONDO,9,3,168,775,3,3,0,4,3,4,1978,1978,100,N,N,N,1,12429 NE 130TH CT 98034
860230,0,CONDOMINIUM 6 UNITS,1,3,6,1065,3,3,0,4,4,4,1968,1989,100,N,Y, ,2,3424 25TH AVE W 98199
282304,9183,106 UNIT APARTMENT,7,0,106,824,3,3,20,4,4,3,1974,1986,100,N,N,Y,1,17223 32ND AVE S 98188
614970,165,4 PLEX,1,2,4,743,3,3,0,4,5,3,1987,1995,100,N,N,Y,2,1224 N 137TH ST 98133
276770,4245,6 UNIT APT,1,3,6,734,3,3,0,4,4,3,1964,1983,100,N,N,N,1,1413 NW 63RD ST 98107
72605,9388,PARK ROYAL APTS,1,2,6,833,2,3,50,4,4,4,1968,1985,100,N,N,N,1,18417 96TH AVE NE 98011
728590,120,10 UNIT APTS,1,2,10,720,3,4,0,4,5,3,1962,1986,100,N,N,N,1,18405 LINDEN AVE N 98133
152503,9047,Six duplexes & SFR,7,2,13,1262,5,4,31,4,5,3,1900,1981,100,N,N, ,2,901 MONTANA CIR W
82000,98,13 UNIT APARTMENT,1,4,13,745,3,3,0,4,4,3,1980,1988,100,N,Y,Y,1,12003 15TH AVE NE 98125
92405,9166,FOUR PLEX APTS,1,2,4,1262,3,3,0,4,5,4,1977,1995,100,N,N,N,2,12601 SE 30TH ST 98005
352890,1060,WAVERLY COURT APTS,2,1,8,559,3,3,25,4,4,3,1949,1979,100,N,N,N,1,2441 8TH AVE N 98109
122006,9034,4-UNIT APT,1,1,4,585,0,0,0,4,2,3,1938,1974,100,N,N,N,2,40709 264TH AVE SE 98022
812970,330, ,1,3,25,531,3,3,16,4,4,3,1986,1991,100,N,Y,N,2,4422 FRANCIS AVE N 98103
685270,260,4 UNIT APT BLDG,1,2,4,774,3,2,50,4,4,4,1901,1980,100,N,N,Y,1,401 11TH AVE E 98102
952810,4405,5 UNIT APT,1,1,5,534,3,3,0,4,4,3,1947,1979,100,N,N,N,1,6533 5TH AVE NE 98115
276760,2760,FOUR PLEX,1,2,4,729,3,3,0,4,3,3,1911,1971,100,N,N,N,1,2447 NW 61ST ST 98107
408330,5590,12 UNIT APT,2,3,12,595,3,3,17,4,4,3,1986,1992,100,N,Y,N,2,3626 WALLINGFORD AVE N 98103
82605,9046,RIVERSIDE ESTATES,1,3,24,759,0,0,0,4,4,3,1985,1991,100,N,N,Y,1,10605 E RIVERSIDE DR 98011
172304,9607, ,1,3,101,648,0,0,0,4,5,3,2005,2005,100,Y, , ,0,149 S 140TH ST 98168
285610,1205,4 PLEX,1,2,4,657,3,3,0,4,4,3,1958,1980,100,N,N,N,1,6721 24TH AVE NW 98117
952810,2185,,1,3,23,576,3,3,25,4,4,3,1970,1990,100,Y,Y, ,2,844 NE 69TH ST 98115
440020,45,LORRIMER APTS,1,3,7,981,3,3,0,4,4,2,1915,1966,100,N,N,N,0,1914 E REPUBLICAN ST 98112
980640,0,Flats & T/H's,1,3,8,939,3,3,25,4,5,5,1963,2005,100,N,Y,N,2,2009 YALE AVE E 98102
193030,320,9 UNIT APT,1,3,9,850,2,3,67,4,6,3,1967,1988,100,N,N,Y,2,525 N BOWDOIN PL 98103
402410,210,CONIFER CREST,1,2,23,882,3,3,0,4,4,4,1969,1990,100,N,N,N,1,1562 NE 177TH ST 98155
181880,25,8 UNIT APT,1,4,8,1045,0,0,100,4,6,4,1976,1997,100,N,N,Y,2,3665 BEACH DR SW 98116
29305,0,Flats,3,3,114,956,3,3,0,4,4,3,2008,2008,100,N,N,N,2,1731 10TH AVE NE 98029
685270,531,FOURPLEX,1,2,4,751,3,3,0,4,4,3,1957,1980,100,N,N,N,2,409 FEDERAL AVE E 98102
788860,0,48 UNIT CONDO,1,4,48,1367,5,3,75,4,4,4,1974,1974,100,Y,Y,N,2,22315 6TH AVE S 98198
289174,240,4 PLEX,1,2,4,882,0,0,0,4,4,3,1977,1987,100,N,N,Y,2,2301 O ST NE 98002
785430,0,12 units condo,2,3,12,1044,3,3,0,4,6,3,2001,2001,100,Y,N,Y,2,3671 DAYTON AVE N 98103
276770,1480,5 PLEX,1,3,5,906,3,3,0,4,5,3,1978,1991,100,N,Y,Y,1,1535 NW 53RD ST 98107
125020,895,SIX UNIT APT,1,3,6,749,3,3,0,4,3,3,1965,1979,100,N,N,N,1,312 28TH AVE S 98144
59290,0,"6 UNITS, FLATS & TOWNHOUSES",2,3,6,1128,4,3,0,4,5,3,2002,2002,100,Y,N,Y,2,3714 BEACH DR SW 98116
123890,191, ,3,2,6,1852,0,0,0,4,5,3,1998,1998,100,N,N,N,2,802 KIRKLAND AVE 98033
645030,4700,MULTI RES,1,3,7,786,3,3,0,4,5,3,1993,1997,100,N,N,N,1,1201 N 143RD ST 98133
803620,300,5 unit townhouse apartment building,1,2,5,1118,4,4,100,4,4,4,1987,1997,100, ,N,N,2,419 MAIN AVE S 98045
233500,0,Flats & Townhouses,3,2,24,1374,3,3,0,4,5,4,2001,2006,100,N,N,Y,2,19010 68TH AVE NE 98028
982670,1750,6 unit apt,2,2,6,1108,2,3,0,4,4,3,1989,1993,100,N,N,N,1,216 22ND AVE 98122
792267,0,10 Unit Condo,5,1,10,1497,3,3,0,4,4,4,1980,1980,100,N,N, ,2,2755 ROOSEVELT AVE 98022
92304,9124,PALI COURT APTS,1,3,7,924,2,3,0,4,5,3,1962,1980,100,N,N,N,1,11425 MILITARY RD S 98168
156810,160,APTS,1,2,4,897,2,3,0,4,4,3,1970,1985,100,N,Y,N,1,3008 NE 145TH ST 98155
114200,775,CAROL APARTMENTS,1,3,15,669,3,4,0,4,5,4,1929,1985,100,N,N,N,1,1115 NE 43RD ST 98105
276760,45, ,1,4,17,706,2,3,0,4,5,3,1979,1991,100,Y,Y,N,1,2405 NW 65TH ST 98117
239960,15,118 UNIT APT,1,5,118,338,0,0,0,4,6,3,1997,1997,50,Y,N,N,1,225 112TH AVE NE 98004
246030,120,FAIRLAKE,1,2,4,1038,3,4,0,4,5,3,1969,1990,100,N,N,Y,1,118 147TH AVE SE 98007
216390,250,19-UNIT APT,1,3,19,604,3,3,15,4,4,3,1956,1979,100,N,Y,N,1,735 BELMONT AVE E 98102
305270,128,Townhouse Duplex,1,4,2,1500,3,3,0,4,4,3,2014,2014,5,N,N,N,2,6701 MARY AVE NW 98117
122403,9015,HARBOR SQUARE APTS,1,3,27,677,0,0,44,4,4,3,1990,1992,100,Y,Y,Y,1,2425 HARBOR AVE SW 98126
722780,1085,SUNSET TERRACE,5,2,16,910,2,3,0,4,3,3,1959,1977,100,N,N,N,1,970 HARRINGTON AVE NE 98056
885100,0,6 FLAT UNITS,1,3,6,1113,4,3,0,4,4,4,1982,1995,100,Y,Y,N,2,4456 44TH AVE SW 98116
289177,160,FOURPLEX,1,2,4,951,0,0,0,4,4,4,1984,1990,100,N,N,Y,2,911 30TH ST NE 98002
541920,0,78 unit condo conversion,19,2,78,1301,3,4,0,4,4,4,1982,1982,100,N,N, ,2,20814 114TH PL SE 98031
332406,9471,,1,2,4,708,3,3,0,4,4,3,1967,1980,100, , ,Y,0,260 SW CLARK ST 98027
142700,50,4 PLEX,1,2,4,894,3,3,0,4,4,3,1988,1992,40,N,N,Y,2,2648 LAUKALA PL 98022
383450,690,VILLAGER APARTMENTS,1,4,30,844,2,3,0,4,6,4,1966,1996,100,Y,Y,N,1,2700 NE 125TH ST 98125
62506,9115,TALL FIRS APTS,1,2,4,772,3,2,0,4,2,3,1969,1981,100,N,N,N,1,9435 AVONDALE RD NE 98052
717270,35,PARKDELL,1,3,8,812,0,0,0,4,4,4,1954,1984,100,N,N,N,1,2333 NE 55TH ST 98105
635320,0,TOWNHOUSES,1,2,2,1941,3,4,0,4,5,4,1910,1987,100,N,N,Y,2,420 16TH AVE 98112
641460,332,THE DONLIN APARTMENTS,1,3,8,760,2,2,0,4,4,3,1967,1984,100,N,N,N,1,13411 ROOSEVELT WAY N 98133
197220,470,5 UNIT APARTMENT,1,2,5,663,3,3,0,4,4,3,1963,1982,100,N,N,N,1,3636 PHINNEY AVE N 98103
808090,35,,1,3,8,912,3,3,0,4,4,4,1906,1982,100,N,N,N,1,1803 18TH AVE 98122
118000,1715,,1,3,158,607,3,3,40,4,6,3,1995,1995,100,Y,Y, ,0,11448 RAINIER AVE S 98055
423240,1360, ,1,4,18,829,3,3,0,4,4,3,2001,2001,100,Y,Y,N,2,346 15TH AVE E 98112
290220,1141,4-PLEX,1,2,4,861,3,3,50,4,5,3,1958,1984,100,N,N,Y,1,2336 MINOR AVE E 98102
717480,305, ,1,4,4,1088,3,4,75,4,5,4,1973,1995,100,N,Y, ,1,5208 21ST AVE NE 98105
132201,30,PLAN G,1,2,4,1024,3,4,0,4,5,4,1977,1995,100,N,N,Y,1,179 S 340TH ST 98003
762570,2950,6 UNIT APT,1,3,6,946,0,0,33,4,4,3,1987,1992,100,N,N,Y,2,6010 FAUNTLEROY WAY SW 98136
880490,650,EMERALD ARMS,1,6,56,410,3,4,14,3,4,4,1926,1984,100,Y,N,N,1,1741 BELMONT AVE 98122
159500,0,9 UNIT CONDO,1,4,9,1145,4,4,0,4,6,4,1982,1982,100,Y,Y,Y,2,2514 N PACIFIC ST 98103
514900,0,9 UNIT OFFICE CONDO,1,2,9,1149,3,3,0,4,4,0,1978,1978,100,N,N, ,0,22030 7TH AVE S 98198
261761,0,6 FLAT UNITS,1,3,6,1055,3,4,0,4,6,3,2000,2000,100,Y,Y,Y,2,2851 14TH AVE W 98119
285610,110,5 UNIT APT,1,2,5,734,3,3,0,4,4,3,1958,1980,100,N,N,N,1,6529 24TH AVE NW 98117
290220,1110,11 UNIT APT,1,3,11,466,0,0,18,4,4,3,1947,1978,100,N,N,N,0,2321 YALE AVE E 98102
527910,476,THE CEDARS APARTMENT,1,1,4,748,3,3,0,4,4,3,1968,1985,100,N,N,N,0,420 E SUNSET WAY 98027
276770,4385,10 UNIT APT,1,4,10,621,3,3,0,4,4,3,1988,1992,100,Y,Y,Y,2,1418 NW 61ST ST 98107
539460,60,4-PLEX,1,2,4,606,3,3,50,4,4,3,1940,1978,100,N,N,N,0,2366 BEACON AVE S 98144
782920,45,24 UNIT APT HOUSE,1,3,24,751,0,0,0,4,4,3,1968,1985,100,Y,N,Y,1,2726 60TH AVE SW 98116
290220,555,8 UNIT APT,1,3,8,774,0,0,25,4,4,3,1963,1982,100,N,N,N,1,2214 YALE AVE E 98102
